ln_green_applications_total,ln_application_difference,ln_green_invention_applications,ln_green_utility_applications,ln_invention_application_difference,ln_utility_application_difference,ln_green_obtained_total,green_applications_total,green_innovation_dummy2,green_rate,green_rate_obtained,r_and_d_staff_rate,r_and_d_expenditure_10k,r_and_d_staff_count,ln_rnd_exp_over_total_assets,operating_cost1_over_assets_growth,operating_cost_growth,social_responsibility_score_growth,ln_environmental_investment,sumfine_over_total_assets_e3,sumfine_over_total_assets_original,ln_sumfine_over_total_assets_e3,sumfine,penalty_count,penalty_dummy,sum_news,sum_news_div100,sumfine_over_revenue_e3,sumfine_original_w_over_assets_e3,size,leverage,cashflow,firm_growth_w,firm_growth,historical_performance,market_power_517,market_power,capital_intensity,management_shareholding,pc,listing_age,state_owned,size_w,lev_w,cashflow_w,historical_performance_w,management_shareholding_w,pc_w,market_power_w,firm_growth_w,capital_intensity_w,id,pid,indid,year,analyst_attention01_mean,esg_increase,media_cover,cover_x_sumfine_over_assets_e3,province_max_penalty_count,province_max_penalty_amount,province_max_penalty_intensity,province_avg_penalty_intensity,province_industry_max_penalty_count,province_industry_max_penalty_amount,province_industry_avg_penalty_amount,province_industry_max_penalty_intensity,heavy_pollution,penalty_strengthen,env_subsidy_over_assets01,env_subsidy_over_assets0132,env_subsidy0132_x_sumfine_over_assets_e3,analyst_attention01_mean_x_sumfine_over_assets_e3,esg_increase_x_sumfine_over_assets_e3,quan_firm_strategy_index,green_executive,sumfine_over_assets_e3_nozero,aqi,pscore,ranorder,so2_div_e3,xsumfine,environmental_tax,emissions_trading_2007_start,carbon_trading_2013_start,word_count,ln_total_reduction_technology_environment_transformation_1000_over_word_count,province_industry_avg_penalty_amount,province_avg_penalty_count,province_avg_penalty_intensity,peers_mean_over_assets_e3_excluding_non_penalty
1.0986123,5.214936,0.0,1.0986123,4.3694477,4.6634393,1.0986123,2.0,0.0,0.010752688,0.019607844,0.22197898,19178.201,507.0,-3.4759374,1.0,1.3502668,-2.209999,17.256453,0.0,,0.0,0.0,0.0,0.0,9.0,0.09,0.0,0.0,22.547808,0.3340508,0.010118412,0.15188609,0.15188609,0.077511,0.24375887,4.369983,14.814124,29.8357,1.0,2.3978953,0.0,22.547808,0.3340508,0.010118412,0.077511,29.8357,1.0,4.369983,0.15188609,14.814124,2392.0,1.0,30.0,2020.0,0.0,0.0,0.0,0.0,39.0,146.5,0.016801119,0.0002673678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,78.583336,0.2466623744654154,0.7015936,0.00375,0.017538048,1.0,0.0,1.0,51254.0,2.0969014,0.0,0.67777777,0.0002673678,0.0
0.0,4.158883,0.0,0.0,4.0430512,2.0794415,1.0986123,0.0,0.0,0.0,0.016,,18775.717,510.0,-3.593718,1.0,,,,,,,,0.0,0.0,,,,,22.644379,0.32238165,-0.002502281,0.13916667,0.13916667,0.077197,0.20436524,,,24.8082,,2.4849067,0.0,22.644379,0.32238165,-0.002502281,0.077197,24.8082,,,0.13916667,,2392.0,1.0,30.0,2021.0,0.0,0.0,1.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,3.0,0.0,,94.25,,0.8716792,0.00375,,1.0,0.0,1.0,53884.0,2.1310081,,0.0,,
0.0,3.0910425,0.0,0.0,2.4849067,2.3978953,0.0,0.0,0.0,0.0,0.0,0.16838047,3279.403,131.0,-3.5732532,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.06,0.0,0.0,20.879011,0.23839468,0.1466593,0.2330635,0.2330635,0.001578,0.118978,4.488963,14.222283,0.011,1.0,1.7917595,0.0,20.879011,0.23839468,0.1466593,0.001578,0.011,1.0,4.488963,0.2330635,14.222283,2395.0,10.0,29.0,2015.0,0.0,0.0,0.0,0.0,2.0,13.0,0.011176583,0.00013378786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,94.583336,0.23556733587053919,0.5117719,0.025916668,0.00887744,0.0,1.0,0.0,34182.0,0.9362987,0.0,0.032967035,0.00013378786,0.0
0.0,2.7725887,0.0,0.0,2.0794415,2.1972246,0.0,0.0,0.0,0.0,0.0,0.16758242,3480.382,122.0,-3.5805893,0.0,1.0325683,-5.49,14.23002,0.0,,0.0,0.0,0.0,0.0,8.0,0.08,0.0,0.0,20.945827,0.24709205,0.09716211,0.06619367,0.06619367,0.026548,0.15102382,4.4577475,14.355526,0.0,1.0,1.9459101,0.0,20.945827,0.24709205,0.09716211,0.026548,0.0,1.0,4.4577475,0.06619367,14.355526,2395.0,10.0,29.0,2016.0,0.0,0.0,0.0,0.0,4.0,37.0,0.11926917,0.0023567907,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,90.333336,0.22919097210158643,0.6330389,0.017833333,0.016245933,0.0,1.0,0.0,37384.0,0.98776,0.0,0.1632653,0.0023567907,0.0
1.0986123,1.3862944,0.0,1.0986123,1.0986123,0.6931472,0.0,2.0,1.0,0.33333334,0.0,0.1392904,3985.5815,106.0,-3.4797776,1.0,1.2641343,3.9700003,15.1787195,0.0,,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,20.980556,0.26025987,0.020307966,0.20585352,0.20585352,0.045141,0.10382389,4.504494,14.345923,0.0,1.0,2.0794415,0.0,20.980556,0.26025987,0.020307966,0.045141,0.0,1.0,4.504494,0.20585352,14.345923,2395.0,10.0,29.0,2017.0,0.0,0.0,0.0,0.0,8.0,358.9805,0.55082715,0.012510268,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,89.0,0.21736259827772997,0.453933,0.013083333,0.020706313,0.0,1.0,0.0,38017.0,1.0534704,0.0,0.44554454,0.012510268,0.0
0.0,2.8332133,0.0,0.0,2.5649493,1.609438,1.0986123,0.0,0.0,0.0,0.25,0.13657957,4829.1943,115.0,-3.2950673,1.0,1.0844543,5.33,14.866357,0.0,,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,20.987843,0.34158096,0.10541749,0.09596947,0.09596947,0.024,0.114386275,4.4951825,14.252063,0.0,1.0,2.1972246,0.0,20.987843,0.34158096,0.10541749,0.024,0.0,1.0,4.4951825,0.09596947,14.252063,2395.0,10.0,29.0,2018.0,0.0,1.0,0.0,0.0,11.0,257.92828,0.4525686,0.03930809,1.0,5.1,1.275,0.05175598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,76.166664,0.23741190177860205,0.87598014,0.011083333,0.022734797,0.0,1.0,0.0,41120.0,0.95745504,1.275,0.99038464,0.03930809,0.0
0.0,1.9459101,0.0,0.0,1.3862944,1.3862944,0.0,0.0,0.0,0.0,0.0,0.15902965,4887.393,118.0,-3.3022144,0.0,1.0135436,-5.120001,14.911035,0.40661466,0.00040661465,0.34118587,54.0,2.0,1.0,,,0.38119528,0.40661463,21.00697,0.35817957,0.014561809,0.015005624,0.015005624,0.027655,0.1158277,4.4937882,14.39762,0.0,1.0,2.3025851,0.0,21.00697,0.35817957,0.014561809,0.027655,0.0,1.0,4.4937882,0.015005624,14.39762,2395.0,10.0,29.0,2019.0,0.0,1.0,1.0,0.40661466,10.0,246.0,0.40661466,0.02541131,2.0,54.0,16.775,0.40661466,1.0,1.0,0.0,0.0,0.0,0.0,0.40661466,1.0,0.0,0.40661466,83.333336,0.21588927887880457,0.6638553,0.00825,0.026799891,0.0,1.0,0.0,43480.0,1.2547324,16.775,0.94174755,0.02541131,0.024660422
0.6931472,2.6390574,0.0,0.6931472,1.609438,2.3025851,0.6931472,1.0,1.0,0.06666667,0.125,0.1910299,5146.682,115.0,-3.412099,0.0,0.94516987,5.210001,15.093386,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,21.168547,0.4269098,0.06082346,-0.052834634,-0.052834634,0.023021,0.117936745,4.4923935,14.76829,0.0,1.0,2.3978953,0.0,21.168547,0.4269098,0.06082346,0.023021,0.0,1.0,4.4923935,-0.052834634,14.76829,2395.0,10.0,29.0,2020.0,0.0,0.0,1.0,0.0,3.0,22.0,0.18864106,0.004217207,1.0,15.0,3.75,0.08673195,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,75.416664,0.23547943732091325,0.18020017,0.00675,0.02842076,0.0,1.0,0.0,47902.0,1.6027015,3.75,0.14705883,0.004217207,0.0
,,,,,,,,1.0,,,,5442.641,101.0,-3.635967,0.0,,,,,,,,0.0,0.0,,,,,21.448326,0.5618071,0.00028295038,0.095547855,0.095547855,0.029208,0.12363868,,,0.0,,2.4849067,0.0,21.448326,0.5618071,0.00028295038,0.029208,0.0,,,0.095547855,,2395.0,10.0,29.0,2021.0,1.0,0.0,1.0,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,,,,1.0,0.0,,67.75,,0.39710724,0.007,,0.0,1.0,0.0,53383.0,1.5999064,,0.0,,
0.6931472,3.0910425,0.0,0.6931472,2.3978953,2.4849067,0.6931472,1.0,0.0,0.04347826,0.04761905,0.08574739,5816.0854,148.0,-3.7518346,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.11,0.0,0.0,21.630558,0.1763477,0.08337117,-0.24808927,-0.24808927,0.096098,0.5013243,4.1132727,14.176995,33.3912,0.0,1.7917595,0.0,21.630558,0.1763477,0.08337117,0.096098,33.3912,0.0,4.1132727,-0.24808927,14.176995,2398.0,13.0,74.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,49.75,0.20302667949218728,0.005596637,0.00925,0.13747971,0.0,0.0,1.0,46475.0,1.2203522,0.0,0.0,0.0,0.0
0.6931472,4.477337,0.0,0.6931472,3.637586,3.9318256,0.6931472,1.0,0.0,0.011235955,0.020833334,0.09348613,5970.304,155.0,-3.7955897,1.0,1.1431998,-2.6900005,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,21.700483,0.18081748,0.10844653,0.0294391,0.0294391,0.083373,0.3965072,4.2175794,14.287116,31.4855,0.0,1.9459101,0.0,21.700483,0.18081748,0.10844653,0.083373,31.4855,0.0,4.2175794,0.0294391,14.287116,2398.0,13.0,74.0,2016.0,1.0,0.0,0.0,0.0,2.0,30.0,0.030309904,0.0012546794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,51.666668,0.21389668877366702,0.06506743,0.01075,0.13463779,0.0,0.0,1.0,49741.0,1.1604444,0.0,0.09677419,0.0012546794,0.0
1.0986123,4.4998097,0.0,1.0986123,4.0253515,3.5553482,0.6931472,2.0,1.0,0.02173913,0.020408163,0.09646495,7474.5615,161.0,-3.7396317,1.0,1.587645,0.5700016,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.12,0.0,0.0,21.869232,0.26083848,0.02374838,0.44242802,0.44242802,0.066295,0.3005832,4.312088,14.449253,31.2751,0.0,2.0794415,0.0,21.869232,0.26083848,0.02374838,0.066295,31.2751,0.0,4.312088,0.44242802,14.449253,2398.0,13.0,74.0,2017.0,0.0,0.0,0.0,0.0,6.0,77.0,0.24464384,0.017349854,2.0,18.0,9.0,0.24464384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,53.25,0.20393622668472636,0.14666778,0.010916667,0.13561143,0.0,0.0,1.0,53748.0,1.4036139,9.0,0.41935483,0.017349854,0.0
1.7917595,4.727388,0.6931472,1.609438,4.304065,3.6888795,0.6931472,5.0,1.0,0.042372882,0.013157895,0.12451172,8261.574,255.0,-3.7891185,1.0,1.3523518,-0.70000076,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,22.01883,0.3085348,0.021322897,0.35944316,0.35944316,0.066467,0.3058132,4.305774,14.394211,30.8549,0.0,2.1972246,0.0,22.01883,0.3085348,0.021322897,0.066467,30.8549,0.0,4.305774,0.35944316,14.394211,2398.0,13.0,74.0,2018.0,0.0,0.0,0.0,0.0,7.0,116.4585,0.5683499,0.035486903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,50.0,0.2107741050462388,0.099705584,0.0085,0.1376117,0.0,0.0,1.0,56792.0,1.3349195,0.0,0.7741935,0.035486903,0.0
1.0986123,4.727388,0.0,1.0986123,4.1431346,3.9318256,1.3862944,2.0,0.0,0.017391304,0.054545455,0.11584327,12387.553,272.0,-3.5811687,0.0,1.1905717,1.0499992,0.0,0.092828795,9.282879e-05,0.08876956,41.3,3.0,1.0,2.0,0.02,0.121702425,0.092828795,22.215956,0.3485087,0.06929582,0.24959455,0.24959455,0.074844,0.35419878,4.2566648,14.454638,26.2114,0.0,2.3025851,0.0,22.215956,0.3485087,0.06929582,0.074844,26.2114,0.0,4.2566648,0.24959455,14.454638,2398.0,13.0,74.0,2019.0,0.0,0.0,0.0,0.0,8.0,161.0,0.111622296,0.010321861,3.0,41.3,20.65,0.092828795,0.0,1.0,0.0,1.0,0.092828795,0.0,0.0,2.0,0.0,0.092828795,54.416668,0.23143727325399,0.73048615,0.0055,0.139376,0.0,0.0,1.0,67266.0,0.97462195,20.65,1.3870968,0.010321861,0.0
2.1972246,4.75359,1.3862944,1.7917595,4.3307333,3.713572,1.3862944,8.0,1.0,0.06451613,0.02970297,0.14070162,15210.962,373.0,-3.5781834,1.0,1.2348872,-1.2399998,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.02,0.0,0.0,22.418295,0.39739758,0.059176892,0.14062499,0.14062499,0.102811,0.27479547,4.335365,14.535604,27.9841,0.0,2.3978953,0.0,22.418295,0.39739758,0.059176892,0.102811,27.9841,0.0,4.335365,0.14062499,14.535604,2398.0,13.0,26.0,2020.0,1.0,0.0,0.0,0.0,1.0,20.0,0.0023711056,0.00020219169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,49.916668,0.30248190855759455,0.3032843,0.0055,0.014995,0.0,0.0,1.0,70918.0,0.9197985,0.0,0.12903225,0.00020219169,0.0
0.6931472,3.8066626,0.6931472,0.0,3.218876,3.0445225,1.609438,1.0,0.0,0.02173913,0.034782607,,18800.195,407.0,-3.545081,1.0,,,,,,,,0.0,0.0,,,,,22.597044,0.46407497,0.049375623,0.27049473,0.27049473,0.076568,0.20178126,,,25.0622,,2.4849067,0.0,22.597044,0.46407497,0.049375623,0.076568,25.0622,,,0.27049473,,2398.0,13.0,26.0,2021.0,1.0,0.0,1.0,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,,,,2.0,0.0,,56.75,,0.537009,0.00625,,0.0,0.0,1.0,72961.0,1.126002,,0.0,,
0.0,2.1972246,0.0,0.0,2.1972246,0.0,0.0,0.0,0.0,0.0,0.0,0.080684595,10620.032,132.0,-4.7412777,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,0.43,0.0,0.0,23.222116,0.2773918,0.07344435,0.17022069,0.17022069,0.036846,0.46243483,4.151103,15.822106,0.0,0.0,1.7917595,0.0,23.222116,0.2773918,0.07344435,0.036846,0.0,0.0,4.151103,0.17022069,15.822106,2399.0,19.0,27.0,2015.0,1.0,0.0,0.0,0.0,1.0,8.0,0.10652074,0.00096919836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,53.083332,0.3143948751539915,0.48185784,0.008333333,0.015808454,0.0,0.0,1.0,48749.0,1.0459819,0.0,0.027272727,0.00096919836,0.0
0.0,1.3862944,0.0,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.06220596,6983.4165,119.0,-5.2199116,1.0,1.065133,-3.250002,0.0,0.0027103238,2.7103238e-06,0.0027066574,3.5,1.0,1.0,21.0,0.21,0.015480339,0.0027103238,23.281546,0.37364155,0.026799083,-0.013683891,-0.013683891,0.051412,0.3855568,4.230372,15.725118,0.0,0.0,1.9459101,0.0,23.281546,0.37364155,0.026799083,0.051412,0.0,0.0,4.230372,-0.013683891,15.725118,2399.0,19.0,27.0,2016.0,1.0,0.0,0.0,0.0,4.0,32.0,0.06619183,0.0024496429,1.0,3.5,0.5031857,0.0027103238,1.0,0.0,0.0,0.0,0.0,0.0027103238,0.0,1.0,0.0,0.0027103238,54.833332,0.31337640727279703,0.52823764,0.00825,0.017993927,0.0,0.0,1.0,54302.0,1.01141,0.5031857,0.16949153,0.0024496429,2.8781064e-06
0.0,1.7917595,0.0,0.0,1.7917595,0.0,0.0,0.0,0.0,0.0,0.0,0.08421053,8277.633,136.0,-5.0710278,1.0,1.3203706,-25.83,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.12,0.0,0.0,23.302681,0.41721454,-0.030866949,0.18101977,0.18101977,0.030788,0.2740226,4.2468195,15.990041,0.0,0.0,2.0794415,0.0,23.302681,0.41721454,-0.030866949,0.030788,0.0,0.0,4.2468195,0.18101977,15.990041,2399.0,19.0,27.0,2017.0,1.0,0.0,0.0,0.0,7.0,84.4738,0.04668907,0.0017183105,1.0,33.823,4.831857,0.01194538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,56.333332,0.29884965949854386,0.29293445,0.00775,0.019505618,0.0,0.0,1.0,58852.0,1.1972145,4.831857,0.34146342,0.0017183105,0.0
0.0,1.9459101,0.0,0.0,0.6931472,1.7917595,0.0,0.0,0.0,0.0,0.0,0.08915559,18960.854,208.0,-4.2730274,1.0,1.424644,22.64,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,0.25,0.0,0.0,23.3335,0.54664737,0.046787757,0.8032187,0.8032187,0.009056,0.50967395,4.1103244,15.596228,0.0,0.0,2.1972246,0.0,23.3335,0.54664737,0.046787757,0.009056,0.0,0.0,4.1103244,0.8032187,15.596228,2399.0,19.0,27.0,2018.0,0.0,0.0,0.0,0.0,21.0,246.0,1.4848632,0.03568407,4.0,36.0,13.428572,0.061018206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,50.666668,0.3152514697259545,0.3561297,0.00675,0.021688024,1.0,0.0,1.0,63950.0,1.4062274,13.428572,1.1532258,0.03568407,0.0
0.0,1.3862944,0.0,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.16096207,15968.254,348.0,-4.5586357,0.0,1.0023744,4.1800003,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,0.22,0.0,0.0,23.447334,0.5098406,-0.014932325,-0.039525006,-0.039525006,0.041151,0.46697503,4.154867,15.775719,0.0,0.0,2.3025851,0.0,23.447334,0.5098406,-0.014932325,0.041151,0.0,0.0,4.154867,-0.039525006,15.775719,2399.0,19.0,27.0,2019.0,0.0,1.0,0.0,0.0,10.0,158.0,0.39077514,0.023645017,1.0,43.0,11.75,0.14605957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,57.5,0.30824031031665566,0.19264421,0.005,0.02337003,1.0,0.0,1.0,81111.0,1.2285995,11.75,1.0967742,0.023645017,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14920796,16399.443,292.0,-4.7537236,0.0,1.1190314,0.1400013,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,0.18,0.0,0.0,23.669067,0.3856273,0.0019596254,0.15296741,0.15296741,0.072357,0.49685052,4.1280823,16.0899,0.0,0.0,2.3978953,0.0,23.669067,0.3856273,0.0019596254,0.072357,0.0,0.0,4.1280823,0.15296741,16.0899,2399.0,19.0,27.0,2020.0,0.0,0.0,0.0,0.0,2.0,52.28,0.26328143,0.0031542764,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,46.583332,0.32757494199476367,0.9046261,0.00575,0.018480044,1.0,0.0,1.0,77615.0,1.4461646,0.0,0.09677419,0.0031542764,0.0
,,,,,,,,1.0,,,,24582.467,332.0,-4.353253,1.0,,,,,,,,0.0,0.0,,,,,23.673382,0.39694318,-0.00034693631,0.19375245,0.19375245,0.059626,0.38478085,,,0.0,,2.4849067,0.0,23.673382,0.39694318,-0.00034693631,0.059626,0.0,,,0.19375245,,2399.0,19.0,27.0,2021.0,0.0,0.0,1.0,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,,,,3.0,0.0,,53.75,,0.8039939,0.00625,,1.0,0.0,1.0,64402.0,1.3579229,,0.0,,
0.0,3.713572,0.0,0.0,1.0986123,3.6635616,0.0,0.0,0.0,0.0,0.0,0.14405487,5411.267,189.0,-3.8255064,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,0.2,0.0,0.0,21.632086,0.12000295,0.07351973,-0.21936722,-0.21936722,0.054176,0.35683882,4.254263,14.452778,38.9468,1.0,1.7917595,0.0,21.632086,0.12000295,0.07351973,0.054176,38.9468,1.0,4.254263,-0.21936722,14.452778,2406.0,16.0,36.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,116.25,0.2072724762862108,0.87939745,0.031333335,0.02053157,0.0,1.0,0.0,40195.0,0.65259206,0.0,0.0,0.0,0.0
0.0,3.4965076,0.0,0.0,1.9459101,3.295837,0.0,0.0,0.0,0.0,0.0,0.13756983,6121.4116,197.0,-3.718366,1.0,1.086174,0.8199997,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.09,0.0,0.0,21.648254,0.10995008,0.06588579,0.105547406,0.105547406,0.037768,0.37451795,4.2406807,14.381427,38.9468,1.0,1.9459101,0.0,21.648254,0.10995008,0.06588579,0.037768,38.9468,1.0,4.2406807,0.105547406,14.381427,2406.0,16.0,36.0,2016.0,0.0,0.0,0.0,0.0,1.0,7.0,0.011203926,0.0004476297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,107.25,0.20310347593995098,0.43508038,0.02825,0.022067988,0.0,1.0,0.0,42219.0,0.75936973,0.0,0.074074075,0.0004476297,0.0
0.0,3.4339871,0.0,0.0,1.3862944,3.3322046,0.0,0.0,0.0,0.0,0.0,0.13066317,7862.2583,199.0,-3.5458484,1.0,1.5123187,0.030000687,0.0,0.11739788,0.00011739788,0.11100266,32.0,2.0,1.0,12.0,0.12,0.21016526,0.11739788,21.726019,0.13873087,0.066774756,0.48652616,0.48652616,0.046788,0.35731584,4.2598324,14.39758,34.3531,1.0,2.0794415,0.0,21.726019,0.13873087,0.066774756,0.046788,34.3531,1.0,4.2598324,0.48652616,14.39758,2406.0,16.0,36.0,2017.0,0.0,1.0,0.0,0.0,9.0,596.0967,1.1420981,0.04963151,2.0,32.0,16.0,0.11739788,0.0,0.0,0.0,1.0,0.11739788,0.0,0.11739788,2.0,0.0,0.11739788,89.333336,0.20961699825692193,0.6285565,0.023833333,0.025152402,0.0,1.0,0.0,43705.0,0.5226081,16.0,1.3333334,0.04963151,0.0
0.0,3.465736,0.0,0.0,1.609438,3.3322046,0.0,0.0,0.0,0.0,0.0,0.14006734,7333.2485,208.0,-3.6444862,1.0,1.1169097,3.75,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.12,0.0,0.0,21.755001,0.13057521,0.053449605,0.12938553,0.12938553,0.071396,0.3684238,4.2471757,14.45183,34.5331,1.0,2.1972246,0.0,21.755001,0.13057521,0.053449605,0.071396,34.5331,1.0,4.2471757,0.12938553,14.45183,2406.0,16.0,36.0,2018.0,0.0,0.0,0.0,0.0,9.0,170.0,0.1828802,0.023003342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,93.25,0.21081872215241715,0.48209903,0.0135,0.03365263,1.0,1.0,0.0,45956.0,0.56622136,0.0,1.7777778,0.023003342,0.0
0.0,2.7725887,0.0,0.0,0.6931472,2.7080503,0.0,0.0,0.0,0.0,0.0,0.12138728,8767.744,210.0,-3.826593,0.0,0.98884314,0.14999962,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.07,0.0,0.0,22.115768,0.2809618,0.06353664,0.020111574,0.020111574,0.09814,0.39955533,4.215659,14.659891,34.5331,1.0,2.3025851,0.0,22.115768,0.2809618,0.06353664,0.09814,34.5331,1.0,4.215659,0.020111574,14.659891,2406.0,16.0,36.0,2019.0,0.0,0.0,0.0,0.0,17.0,265.0,0.2773419,0.02826557,1.0,6.0,3.0,0.015353811,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,107.5,0.23735474465607617,0.76615477,0.011833333,0.036645684,1.0,1.0,0.0,56523.0,0.8136491,3.0,2.3214285,0.02826557,0.0
0.0,3.4339871,0.0,0.0,0.6931472,3.4011974,0.0,0.0,0.0,0.0,0.0,0.10586552,10897.001,222.0,-3.666505,1.0,1.3064673,-0.48999977,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.11,0.0,0.0,22.173088,0.21310066,0.044362117,0.23436953,0.23436953,0.079838,0.3427889,4.269945,14.524825,27.3519,1.0,2.3978953,0.0,22.173088,0.21310066,0.044362117,0.079838,27.3519,1.0,4.269945,0.23436953,14.524825,2406.0,16.0,36.0,2020.0,0.0,1.0,0.0,0.0,6.0,121.0,0.12053429,0.004672016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,91.666664,0.23104315313922935,0.46346295,0.011083333,0.034665678,1.0,1.0,0.0,55186.0,1.0011653,0.0,0.32142857,0.004672016,0.0
,,,,,,,,1.0,,,,10306.091,238.0,-3.7860637,0.0,,,,,,,,0.0,0.0,,,,,22.236895,0.24423513,0.07339031,-0.07371736,-0.07371736,0.078297,0.30117977,,,27.3455,,2.4849067,0.0,22.236895,0.24423513,0.07339031,0.078297,27.3455,,,-0.07371736,,2406.0,16.0,36.0,2021.0,1.0,0.0,1.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,1.0,,,,2.0,0.0,,102.5,,0.6748455,0.01175,,1.0,1.0,0.0,59358.0,1.0659868,,0.0,,
1.9459101,3.295837,1.0986123,1.609438,2.3978953,2.8332133,1.3862944,6.0,0.0,0.18181819,0.21428572,0.110787824,5617.775,495.0,-4.220864,0.0,1.0,,14.854713,0.0,,0.0,0.0,0.0,0.0,105.0,1.05,0.0,0.0,22.064896,0.38560054,0.020310767,0.023551479,0.023551479,0.00262,0.19084887,4.417735,13.660199,18.9045,1.0,1.7917595,0.0,22.064896,0.38560054,0.020310767,0.00262,18.9045,1.0,4.417735,0.023551479,13.660199,2407.0,16.0,26.0,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,124.0,0.26426321418998316,0.23430604,0.04941667,0.0027199145,0.0,1.0,0.0,51582.0,1.332807,0.0,0.0,0.0,0.0
